,Año,Trimestre,Provincia,Accesos por cada 100 hogares,datetime
505,2014,2,Mendoza,32.0982381502412,2014-2
506,2014,3,Mendoza,32.3131795616557,2014-3
507,2014,4,Mendoza,32.6383818761503,2014-4
508,2015,1,Mendoza,32.3658875605183,2015-1
509,2015,2,Mendoza,32.4919958318665,2015-2
510,2015,3,Mendoza,32.4919958318665,2015-3
511,2015,4,Mendoza,32.4889524950014,2015-4
512,2016,1,Mendoza,32.1233388880128,2016-1
513,2016,2,Mendoza,32.1259717944259,2016-2
514,2016,3,Mendoza,32.0883588456665,2016-3
515,2016,4,Mendoza,32.10735338479,2016-4
516,2017,1,Mendoza,31.8430127701797,2017-1
517,2017,2,Mendoza,31.7586053613908,2017-2
518,2017,3,Mendoza,35.7049317772057,2017-3
519,2017,4,Mendoza,33.3256255341505,2017-4
520,2018,1,Mendoza,37.0721511024033,2018-1
521,2018,2,Mendoza,36.9728727240613,2018-2
522,2018,3,Mendoza,37.9905972679962,2018-3
523,2018,4,Mendoza,37.7577838459117,2018-4
524,2019,1,Mendoza,37.6571649702829,2019-1
525,2019,2,Mendoza,40.7546242353627,2019-2
526,2019,3,Mendoza,40.7371425873534,2019-3
527,2019,4,Mendoza,33.6490307202718,2019-4
528,2020,1,Mendoza,33.1420767001727,2020-1
529,2020,2,Mendoza,36.2522434211,2020-2
530,2020,3,Mendoza,37.3486331372327,2020-3
531,2020,4,Mendoza,38.6295789622782,2020-4
532,2021,1,Mendoza,39.1536615289964,2021-1
533,2021,2,Mendoza,40.9732418261709,2021-2
534,2021,3,Mendoza,45.548284680561,2021-3
535,2021,4,Mendoza,47.5053170903177,2021-4
536,2022,1,Mendoza,48.7352409355834,2022-1
537,2022,2,Mendoza,49.39,2022-2
538,2022,3,Mendoza,51.03,2022-3
539,2022,4,Mendoza,51.36,2022-4
540,2023,1,Mendoza,51.4,2023-1
541,2023,2,Mendoza,52.09,2023-2
542,2023,3,Mendoza,52.03,2023-3
543,2023,4,Mendoza,52.15,2023-4
544,2024,1,Mendoza,52.59,2024-1
545,2024,2,Mendoza,52.3,2024-2
546,2014,1,Misiones,23.1365386484773,2014-1
547,2014,2,Misiones,23.3677476012998,2014-2
548,2014,3,Misiones,23.5673569543455,2014-3
549,2014,4,Misiones,24.1624306055883,2014-4
550,2015,1,Misiones,26.3056041051906,2015-1
551,2015,2,Misiones,27.3476824488217,2015-2
552,2015,3,Misiones,28.3063450934369,2015-3
553,2015,4,Misiones,28.6866588915424,2015-4
554,2016,1,Misiones,28.3676525909563,2016-1
555,2016,2,Misiones,29.239512823022,2016-2
556,2016,3,Misiones,29.9053857758982,2016-3
557,2016,4,Misiones,29.7201498077974,2016-4
558,2017,1,Misiones,29.522202363131,2017-1
559,2017,2,Misiones,30.0892480250859,2017-2
560,2017,3,Misiones,30.2059909330319,2017-3
561,2017,4,Misiones,31.1421848537985,2017-4
562,2018,1,Misiones,30.9567358844696,2018-1
563,2018,2,Misiones,31.6309076822218,2018-2
564,2018,3,Misiones,32.103666418059,2018-3
565,2018,4,Misiones,34.4507488777944,2018-4
566,2019,1,Misiones,36.2571682655235,2019-1
567,2019,2,Misiones,39.1461255416994,2019-2
568,2019,3,Misiones,39.3329298674438,2019-3
569,2019,4,Misiones,39.7892368404862,2019-4
570,2020,1,Misiones,39.018347551712,2020-1
571,2020,2,Misiones,40.8877960096961,2020-2
572,2020,3,Misiones,41.6044862854486,2020-3
573,2020,4,Misiones,42.6441141611923,2020-4
574,2021,1,Misiones,43.1724389059718,2021-1
575,2021,2,Misiones,45.0128113119994,2021-2
576,2021,3,Misiones,45.5706536580879,2021-3
577,2021,4,Misiones,49.064620730585,2021-4
578,2022,1,Misiones,49.0433419977295,2022-1
579,2022,2,Misiones,51.0,2022-2
580,2022,3,Misiones,51.82,2022-3
581,2022,4,Misiones,52.85,2022-4
582,2023,1,Misiones,53.97,2023-1
583,2023,2,Misiones,55.18,2023-2
584,2023,3,Misiones,55.51,2023-3
585,2023,4,Misiones,56.27,2023-4
586,2024,1,Misiones,56.76,2024-1
587,2024,2,Misiones,57.73,2024-2
588,2014,1,Neuquén,49.7916051913856,2014-1
589,2014,2,Neuquén,50.8427490584487,2014-2
590,2014,3,Neuquén,56.3954110270698,2014-3
591,2014,4,Neuquén,52.5549896972496,2014-4
592,2015,1,Neuquén,51.9544367381025,2015-1
593,2015,2,Neuquén,53.1173365932314,2015-2
594,2015,3,Neuquén,54.5993148967112,2015-3
595,2015,4,Neuquén,58.2893377687955,2015-4
596,2016,1,Neuquén,55.7539370042541,2016-1
597,2016,2,Neuquén,59.098285533662,2016-2
598,2016,3,Neuquén,60.2148508885395,2016-3
599,2016,4,Neuquén,60.8736672281991,2016-4
600,2017,1,Neuquén,61.0230200678275,2017-1
601,2017,2,Neuquén,61.9101342766616,2017-2
602,2017,3,Neuquén,60.8304131050389,2017-3
603,2017,4,Neuquén,61.242323177851,2017-4
604,2018,1,Neuquén,61.5173903515637,2018-1
605,2018,2,Neuquén,60.2367916140203,2018-2
606,2018,3,Neuquén,60.4866167439691,2018-3
607,2018,4,Neuquén,59.0691692663678,2018-4
608,2019,1,Neuquén,58.8780043343749,2019-1
609,2019,2,Neuquén,63.0809643276744,2019-2
610,2019,3,Neuquén,64.1388726949158,2019-3
611,2019,4,Neuquén,59.3559009282245,2019-4
612,2020,1,Neuquén,61.8474936235507,2020-1
613,2020,2,Neuquén,63.8984690337643,2020-2
614,2020,3,Neuquén,65.2441702553022,2020-3
615,2020,4,Neuquén,67.0023452204809,2020-4
616,2021,1,Neuquén,66.8420894204527,2021-1
617,2021,2,Neuquén,69.1402108463862,2021-2
618,2021,3,Neuquén,69.7065334450161,2021-3
619,2021,4,Neuquén,73.3001625402001,2021-4
620,2022,1,Neuquén,74.1730550999272,2022-1
621,2022,2,Neuquén,80.02,2022-2
622,2022,3,Neuquén,80.37,2022-3
623,2022,4,Neuquén,78.67,2022-4
624,2023,1,Neuquén,78.55,2023-1
625,2023,2,Neuquén,78.97,2023-2
626,2023,3,Neuquén,79.97,2023-3
627,2023,4,Neuquén,79.91,2023-4
628,2024,1,Neuquén,79.5,2024-1
629,2024,2,Neuquén,78.93,2024-2
630,2014,1,Río Negro,44.9139571317885,2014-1
631,2014,2,Río Negro,45.3349103201463,2014-2
632,2014,3,Río Negro,46.1961871578301,2014-3
633,2014,4,Río Negro,45.478062751204,2014-4
634,2015,1,Río Negro,45.3269490720278,2015-1
635,2015,2,Río Negro,45.9761201343233,2015-2
636,2015,3,Río Negro,46.3891866567451,2015-3
637,2015,4,Río Negro,46.4394811149431,2015-4
638,2016,1,Río Negro,45.8351263870833,2016-1
639,2016,2,Río Negro,46.2401130781274,2016-2
640,2016,3,Río Negro,46.3879653621594,2016-3
641,2016,4,Río Negro,46.3852103506557,2016-4
642,2017,1,Río Negro,46.0295387411952,2017-1
643,2017,2,Río Negro,46.0208051229332,2017-2
644,2017,3,Río Negro,48.5186589395006,2017-3
645,2017,4,Río Negro,49.3756297682453,2017-4
646,2018,1,Río Negro,49.8168613122324,2018-1
647,2018,2,Río Negro,50.1478946239634,2018-2
648,2018,3,Río Negro,50.5426480870375,2018-3
649,2018,4,Río Negro,51.8614034542606,2018-4
650,2019,1,Río Negro,53.5716497810025,2019-1
651,2019,2,Río Negro,61.0942074999118,2019-2
652,2019,3,Río Negro,63.4247008870096,2019-3
653,2019,4,Río Negro,55.7050096828749,2019-4
654,2020,1,Río Negro,55.1156686596236,2020-1
655,2020,2,Río Negro,56.369335248792,2020-2
656,2020,3,Río Negro,57.052405915845,2020-3
657,2020,4,Río Negro,61.0886154804548,2020-4
658,2021,1,Río Negro,60.8792403032577,2021-1
659,2021,2,Río Negro,61.9420405741775,2021-2
660,2021,3,Río Negro,61.9672131147541,2021-3
661,2021,4,Río Negro,65.6948996116065,2021-4
662,2022,1,Río Negro,67.0364075498703,2022-1
663,2022,2,Río Negro,67.85,2022-2
664,2022,3,Río Negro,67.98,2022-3
665,2022,4,Río Negro,68.42,2022-4
666,2023,1,Río Negro,69.16,2023-1
667,2023,2,Río Negro,68.56,2023-2
668,2023,3,Río Negro,68.4,2023-3
669,2023,4,Río Negro,70.26,2023-4
670,2024,1,Río Negro,71.14,2024-1
671,2024,2,Río Negro,71.35,2024-2
672,2014,2,Salta,28.9145940008629,2014-2
673,2014,3,Salta,29.2226843537979,2014-3
674,2014,4,Salta,29.534861619578,2014-4
675,2015,1,Salta,30.0097882334428,2015-1
676,2015,2,Salta,30.4611238427009,2015-2
677,2015,3,Salta,31.1759452128584,2015-3
678,2015,4,Salta,31.5934926480719,2015-4
679,2016,1,Salta,31.3155459711532,2016-1
680,2016,2,Salta,32.081726025082,2016-2
681,2016,3,Salta,32.9558316811803,2016-3
682,2016,4,Salta,32.6941197393755,2016-4
683,2017,1,Salta,32.5754893148231,2017-1
684,2017,2,Salta,32.7394202636262,2017-2
685,2017,3,Salta,39.8397008069074,2017-3
686,2017,4,Salta,39.796242471459,2017-4
687,2018,1,Salta,39.7755916329188,2018-1
688,2018,2,Salta,39.9371920998973,2018-2
689,2018,3,Salta,39.4274134206841,2018-3
690,2018,4,Salta,39.8016100697381,2018-4
691,2019,1,Salta,40.0983444177161,2019-1
692,2019,2,Salta,41.8931983203698,2019-2
693,2019,3,Salta,44.4761779222872,2019-3
694,2019,4,Salta,50.3546389223882,2019-4
695,2020,1,Salta,49.5956802701287,2020-1
696,2020,2,Salta,51.5815833534036,2020-2
697,2020,3,Salta,52.315712128488,2020-3
698,2020,4,Salta,54.0427520014766,2020-4
699,2021,1,Salta,53.9300192633909,2021-1
700,2021,2,Salta,54.9300901747889,2021-2
701,2021,3,Salta,55.9642780595842,2021-3
702,2021,4,Salta,56.8144260576222,2021-4
703,2022,1,Salta,56.1075934084976,2022-1
704,2022,2,Salta,57.54,2022-2
705,2022,3,Salta,57.76,2022-3
706,2022,4,Salta,57.96,2022-4
707,2023,1,Salta,57.67,2023-1
708,2023,2,Salta,57.48,2023-2
709,2023,3,Salta,57.57,2023-3
710,2023,4,Salta,56.98,2023-4
711,2024,1,Salta,56.3,2024-1
712,2024,2,Salta,55.72,2024-2
713,2014,2,San Juan,27.7826978179589,2014-2
714,2014,3,San Juan,27.8542444781027,2014-3
715,2014,4,San Juan,28.0371457145607,2014-4
716,2015,1,San Juan,27.5531927597664,2015-1
717,2015,2,San Juan,27.6430534204585,2015-2
718,2015,3,San Juan,27.66538565566,2015-3
719,2015,4,San Juan,27.6648539357743,2015-4
720,2016,1,San Juan,27.3307941100043,2016-1
721,2016,2,San Juan,27.3407815140911,2016-2
722,2016,3,San Juan,27.3171271359908,2016-3
723,2016,4,San Juan,27.2924214521971,2016-4
724,2017,1,San Juan,27.0367609884239,2017-1
725,2017,2,San Juan,26.964616120247,2017-2
726,2017,3,San Juan,32.3668893599598,2017-3
727,2017,4,San Juan,30.2999291912817,2017-4
728,2018,1,San Juan,32.6091774516929,2018-1
729,2018,2,San Juan,32.9466488486842,2018-2
730,2018,3,San Juan,33.0514165039238,2018-3
731,2018,4,San Juan,31.8962520702558,2018-4
732,2019,1,San Juan,31.8330580534655,2019-1
733,2019,2,San Juan,35.5997173374818,2019-2
734,2019,3,San Juan,37.0623130355423,2019-3
735,2019,4,San Juan,32.8549757281553,2019-4
736,2020,1,San Juan,32.3922921363047,2020-1
737,2020,2,San Juan,35.0948577636503,2020-2
738,2020,3,San Juan,38.7899552541285,2020-3
739,2020,4,San Juan,36.3208821557581,2020-4
740,2021,1,San Juan,39.0551943353576,2021-1
741,2021,2,San Juan,39.2840257006206,2021-2
742,2021,3,San Juan,39.4554480019856,2021-3
743,2021,4,San Juan,39.5888518648717,2021-4
744,2022,1,San Juan,43.5459816093316,2022-1
745,2022,2,San Juan,49.46,2022-2
746,2022,3,San Juan,50.8,2022-3
747,2022,4,San Juan,50.88,2022-4
748,2023,1,San Juan,49.75,2023-1
749,2023,2,San Juan,47.52,2023-2
750,2023,3,San Juan,50.45,2023-3
751,2023,4,San Juan,50.08,2023-4
752,2024,1,San Juan,51.62,2024-1
753,2024,2,San Juan,51.17,2024-2
754,2014,2,San Luis,9.71791019987182,2014-2
755,2014,3,San Luis,9.71121075967275,2014-3
756,2014,4,San Luis,9.7863933663512,2014-4
757,2015,1,San Luis,9.71604896376059,2015-1
758,2015,2,San Luis,9.70797183720366,2015-2
759,2015,3,San Luis,9.70650326873876,2015-3
760,2015,4,San Luis,9.70576898450631,2015-4
761,2016,1,San Luis,9.58634628277021,2016-1
762,2016,2,San Luis,9.60373385160232,2016-2
763,2016,3,San Luis,9.63053968688516,2016-3
764,2016,4,San Luis,9.64068243537056,2016-4
765,2017,1,San Luis,9.5455001936789,2017-1
766,2017,2,San Luis,9.5139703148683,2017-2
767,2017,3,San Luis,15.4778617902981,2017-3
768,2017,4,San Luis,10.5867310697542,2017-4
769,2018,1,San Luis,15.1487903482749,2018-1
770,2018,2,San Luis,15.1504244913514,2018-2
771,2018,3,San Luis,52.3531149755192,2018-3
772,2018,4,San Luis,67.5504536976004,2018-4
773,2019,1,San Luis,67.3379373977716,2019-1
774,2019,2,San Luis,81.789994425864,2019-2
775,2019,3,San Luis,85.2260887684934,2019-3
776,2019,4,San Luis,74.9200260348146,2019-4
777,2020,1,San Luis,76.3085418464193,2020-1
778,2020,2,San Luis,78.4096773527651,2020-2
779,2020,3,San Luis,79.9617220941719,2020-3
780,2020,4,San Luis,81.679478061057,2020-4
781,2021,1,San Luis,81.2373017712751,2021-1
782,2021,2,San Luis,83.4781072006307,2021-2
783,2021,3,San Luis,79.8704334921291,2021-3
784,2021,4,San Luis,80.2957828313538,2021-4
785,2022,1,San Luis,80.7242306060177,2022-1
786,2022,2,San Luis,81.76,2022-2
787,2022,3,San Luis,81.74,2022-3
788,2022,4,San Luis,90.27,2022-4
789,2023,1,San Luis,90.17,2023-1
790,2023,2,San Luis,93.41,2023-2
791,2023,3,San Luis,98.55,2023-3
792,2023,4,San Luis,102.07,2023-4
793,2024,1,San Luis,102.7,2024-1
794,2024,2,San Luis,103.4,2024-2
795,2014,2,Santa Cruz,29.3770071530543,2014-2
796,2014,3,Santa Cruz,28.231942904275,2014-3
797,2014,4,Santa Cruz,27.8026789696523,2014-4
798,2015,1,Santa Cruz,27.9948639434945,2015-1
799,2015,2,Santa Cruz,27.0722450274482,2015-2
800,2015,3,Santa Cruz,27.6060609834294,2015-3
801,2015,4,Santa Cruz,27.7447690664797,2015-4
802,2016,1,Santa Cruz,26.86586252145,2016-1
803,2016,2,Santa Cruz,26.7289117253198,2016-2
804,2016,3,Santa Cruz,26.8352018954507,2016-3
805,2016,4,Santa Cruz,27.0467602148458,2016-4
806,2017,1,Santa Cruz,26.5249917378546,2017-1
807,2017,2,Santa Cruz,26.2486198287096,2017-2
808,2017,3,Santa Cruz,33.2918297165896,2017-3
809,2017,4,Santa Cruz,28.9124928828068,2017-4
810,2018,1,Santa Cruz,33.5527598985762,2018-1
811,2018,2,Santa Cruz,33.3323645100661,2018-2
812,2018,3,Santa Cruz,32.7278502945593,2018-3
813,2018,4,Santa Cruz,23.6891941006561,2018-4
814,2019,1,Santa Cruz,23.6676549967689,2019-1
815,2019,2,Santa Cruz,28.8460630553221,2019-2
816,2019,3,Santa Cruz,35.6281609788596,2019-3
817,2019,4,Santa Cruz,36.7113630853583,2019-4
818,2020,1,Santa Cruz,35.9742762889655,2020-1
819,2020,2,Santa Cruz,35.792623969796,2020-2
820,2020,3,Santa Cruz,35.9515289078445,2020-3
821,2020,4,Santa Cruz,36.999572459088,2020-4
822,2021,1,Santa Cruz,41.6478310399074,2021-1
823,2021,2,Santa Cruz,44.0149166554342,2021-2
824,2021,3,Santa Cruz,43.7473202801201,2021-3
825,2021,4,Santa Cruz,43.0512146611735,2021-4
826,2022,1,Santa Cruz,43.3384231105305,2022-1
827,2022,2,Santa Cruz,43.15,2022-2
828,2022,3,Santa Cruz,43.19,2022-3
829,2022,4,Santa Cruz,43.53,2022-4
830,2023,1,Santa Cruz,43.42,2023-1
831,2023,2,Santa Cruz,41.66,2023-2
832,2023,3,Santa Cruz,40.89,2023-3
833,2023,4,Santa Cruz,73.75,2023-4
834,2024,1,Santa Cruz,67.58,2024-1
835,2024,2,Santa Cruz,69.92,2024-2
836,2014,2,Santa Fe,48.3903513867014,2014-2
837,2014,3,Santa Fe,49.1958844455727,2014-3
838,2014,4,Santa Fe,49.9996230234827,2014-4
839,2015,1,Santa Fe,50.2444947593192,2015-1
840,2015,2,Santa Fe,51.1765389086788,2015-2
841,2015,3,Santa Fe,52.1459547408435,2015-3
842,2015,4,Santa Fe,52.6080897858581,2015-4
843,2016,1,Santa Fe,51.2773408540762,2016-1
844,2016,2,Santa Fe,52.4364772593711,2016-2
845,2016,3,Santa Fe,52.6721503688625,2016-3
846,2016,4,Santa Fe,52.191050237189,2016-4
847,2017,1,Santa Fe,51.9701076920804,2017-1
848,2017,2,Santa Fe,52.2696112396987,2017-2
849,2017,3,Santa Fe,60.9063556345152,2017-3
850,2017,4,Santa Fe,61.7127712196729,2017-4
851,2018,1,Santa Fe,62.2819984430096,2018-1
852,2018,2,Santa Fe,62.5707923995744,2018-2
853,2018,3,Santa Fe,63.4096146162309,2018-3
854,2018,4,Santa Fe,65.5870688619156,2018-4
855,2019,1,Santa Fe,66.9740909479148,2019-1
856,2019,2,Santa Fe,67.4229199332195,2019-2
857,2019,3,Santa Fe,68.8717805759303,2019-3
858,2019,4,Santa Fe,69.4823572559686,2019-4
859,2020,1,Santa Fe,69.5235794025313,2020-1
860,2020,2,Santa Fe,70.002168637187,2020-2
861,2020,3,Santa Fe,72.1206024734824,2020-3
862,2020,4,Santa Fe,73.5807380726778,2020-4
863,2021,1,Santa Fe,73.9165640702618,2021-1
864,2021,2,Santa Fe,75.0687862629301,2021-2
865,2021,3,Santa Fe,75.0170476272823,2021-3
866,2021,4,Santa Fe,77.0892017943923,2021-4
867,2022,1,Santa Fe,77.304584747584,2022-1
868,2022,2,Santa Fe,77.9,2022-2
869,2022,3,Santa Fe,78.55,2022-3
870,2022,4,Santa Fe,78.4,2022-4
871,2023,1,Santa Fe,78.13,2023-1
872,2023,2,Santa Fe,78.83,2023-2
873,2023,3,Santa Fe,79.09,2023-3
874,2023,4,Santa Fe,79.75,2023-4
875,2024,1,Santa Fe,80.4,2024-1
876,2024,2,Santa Fe,81.34,2024-2
877,2014,2,Santiago Del Estero,16.6955673473544,2014-2
878,2014,3,Santiago Del Estero,16.4922039083019,2014-3
879,2014,4,Santiago Del Estero,17.2692015836451,2014-4
880,2015,1,Santiago Del Estero,17.0558169911586,2015-1
881,2015,2,Santiago Del Estero,17.1105666329829,2015-2
882,2015,3,Santiago Del Estero,17.1188225313532,2015-3
883,2015,4,Santiago Del Estero,17.0049780380361,2015-4
884,2016,1,Santiago Del Estero,16.205749206822,2016-1
885,2016,2,Santiago Del Estero,15.8889250473061,2016-2
886,2016,3,Santiago Del Estero,15.3296465784729,2016-3
887,2016,4,Santiago Del Estero,15.0678475104333,2016-4
888,2017,1,Santiago Del Estero,14.7021194933686,2017-1
889,2017,2,Santiago Del Estero,14.118988073972,2017-2
890,2017,3,Santiago Del Estero,35.1210448843849,2017-3
891,2017,4,Santiago Del Estero,29.1263861095011,2017-4
892,2018,1,Santiago Del Estero,34.9882694482421,2018-1
893,2018,2,Santiago Del Estero,35.2564642111642,2018-2
894,2018,3,Santiago Del Estero,36.2496169780513,2018-3
895,2018,4,Santiago Del Estero,37.4007259512934,2018-4
896,2019,1,Santiago Del Estero,37.5194167460039,2019-1
897,2019,2,Santiago Del Estero,52.789971263171,2019-2
898,2019,3,Santiago Del Estero,55.3039114685454,2019-3
899,2019,4,Santiago Del Estero,42.9207738235818,2019-4
900,2020,1,Santiago Del Estero,42.4663591879918,2020-1
901,2020,2,Santiago Del Estero,43.4671668246836,2020-2
902,2020,3,Santiago Del Estero,43.3759313169191,2020-3
903,2020,4,Santiago Del Estero,43.7492566206899,2020-4
904,2021,1,Santiago Del Estero,45.6730828236546,2021-1
905,2021,2,Santiago Del Estero,46.5572753649211,2021-2
906,2021,3,Santiago Del Estero,47.0,2021-3
907,2021,4,Santiago Del Estero,47.0459491943867,2021-4
908,2022,1,Santiago Del Estero,47.1727383932405,2022-1
909,2022,2,Santiago Del Estero,47.7,2022-2
910,2022,3,Santiago Del Estero,47.98,2022-3
911,2022,4,Santiago Del Estero,48.05,2022-4
912,2023,1,Santiago Del Estero,47.55,2023-1
913,2023,2,Santiago Del Estero,47.14,2023-2
914,2023,3,Santiago Del Estero,48.67,2023-3
915,2023,4,Santiago Del Estero,49.08,2023-4
916,2024,1,Santiago Del Estero,49.41,2024-1
917,2024,2,Santiago Del Estero,49.67,2024-2
918,2014,2,Tierra Del Fuego,64.3560451715994,2014-2
919,2014,3,Tierra Del Fuego,65.6861020447619,2014-3
920,2014,4,Tierra Del Fuego,66.1378194733832,2014-4
921,2015,1,Tierra Del Fuego,74.2349517001027,2015-1
922,2015,2,Tierra Del Fuego,74.5078743166472,2015-2
923,2015,3,Tierra Del Fuego,74.8584578403385,2015-3
924,2015,4,Tierra Del Fuego,66.4622043362379,2015-4
925,2016,1,Tierra Del Fuego,65.8330416313501,2016-1
926,2016,2,Tierra Del Fuego,67.7182428825529,2016-2
927,2016,3,Tierra Del Fuego,68.9404924910074,2016-3
928,2016,4,Tierra Del Fuego,70.3052659053947,2016-4
929,2017,1,Tierra Del Fuego,68.9197485128813,2017-1
930,2017,2,Tierra Del Fuego,68.4632207595576,2017-2
931,2017,3,Tierra Del Fuego,65.7418047343459,2017-3
932,2017,4,Tierra Del Fuego,59.8941359626362,2017-4
933,2018,1,Tierra Del Fuego,65.1996370235935,2018-1
934,2018,2,Tierra Del Fuego,91.6051962953856,2018-2
935,2018,3,Tierra Del Fuego,92.7719183939406,2018-3
936,2018,4,Tierra Del Fuego,93.5925708620794,2018-4
937,2019,1,Tierra Del Fuego,93.3758192272124,2019-1
938,2019,2,Tierra Del Fuego,94.7980342802349,2019-2
939,2019,3,Tierra Del Fuego,96.4621096309238,2019-3
940,2019,4,Tierra Del Fuego,79.6953613637709,2019-4
941,2020,1,Tierra Del Fuego,76.0696497901879,2020-1
942,2020,2,Tierra Del Fuego,76.3694826074247,2020-2
943,2020,3,Tierra Del Fuego,76.809095839467,2020-3
944,2020,4,Tierra Del Fuego,76.265834969774,2020-4
945,2021,1,Tierra Del Fuego,77.3493560917737,2021-1
946,2021,2,Tierra Del Fuego,67.8858077522918,2021-2
947,2021,3,Tierra Del Fuego,94.9538682598503,2021-3
948,2021,4,Tierra Del Fuego,98.4006164486543,2021-4
949,2022,1,Tierra Del Fuego,98.2905503867279,2022-1
950,2022,2,Tierra Del Fuego,99.86,2022-2
951,2022,3,Tierra Del Fuego,99.51,2022-3
952,2022,4,Tierra Del Fuego,101.44,2022-4
953,2023,1,Tierra Del Fuego,104.23,2023-1
954,2023,2,Tierra Del Fuego,106.38,2023-2
955,2023,3,Tierra Del Fuego,105.95,2023-3
956,2023,4,Tierra Del Fuego,110.49,2023-4
957,2024,1,Tierra Del Fuego,109.78,2024-1
958,2024,2,Tierra Del Fuego,108.89,2024-2
959,2014,2,Tucumán,33.9445268856823,2014-2
960,2014,3,Tucumán,33.9437558222181,2014-3
961,2014,4,Tucumán,35.3208751693282,2014-4
962,2015,1,Tucumán,35.0786068853898,2015-1
963,2015,2,Tucumán,35.6877056091873,2015-2
964,2015,3,Tucumán,36.6103595277426,2015-3
965,2015,4,Tucumán,37.0621732832959,2015-4
966,2016,1,Tucumán,36.7247713663659,2016-1
967,2016,2,Tucumán,37.2356828933842,2016-2
968,2016,3,Tucumán,37.8973634102384,2016-3
969,2016,4,Tucumán,37.9807622036193,2016-4
970,2017,1,Tucumán,37.900160758941,2017-1
971,2017,2,Tucumán,38.1862336563929,2017-2
972,2017,3,Tucumán,39.6953791612326,2017-3
973,2017,4,Tucumán,39.8968735176797,2017-4
974,2018,1,Tucumán,41.1760093888662,2018-1
975,2018,2,Tucumán,41.5125631700174,2018-2
976,2018,3,Tucumán,41.6810135952876,2018-3
977,2018,4,Tucumán,41.7579696387777,2018-4
978,2019,1,Tucumán,41.6307444313476,2019-1
979,2019,2,Tucumán,40.1360462142088,2019-2
980,2019,3,Tucumán,39.4876002040168,2019-3
981,2019,4,Tucumán,47.6490201252129,2019-4
982,2020,1,Tucumán,47.8479232585003,2020-1
983,2020,2,Tucumán,51.7807409103048,2020-2
984,2020,3,Tucumán,53.2281495112899,2020-3
985,2020,4,Tucumán,54.7834044136996,2020-4
986,2021,1,Tucumán,54.8189225412539,2021-1
987,2021,2,Tucumán,54.928196510348,2021-2
988,2021,3,Tucumán,54.636044861008,2021-3
989,2021,4,Tucumán,55.9259910242439,2021-4
990,2022,1,Tucumán,57.3900322723119,2022-1
991,2022,2,Tucumán,59.31,2022-2
992,2022,3,Tucumán,61.14,2022-3
993,2022,4,Tucumán,61.04,2022-4
994,2023,1,Tucumán,60.34,2023-1
995,2023,2,Tucumán,60.75,2023-2
996,2023,3,Tucumán,61.26,2023-3
997,2023,4,Tucumán,61.04,2023-4
998,2024,1,Tucumán,60.48,2024-1
999,2024,2,Tucumán,60.84,2024-2
